Temperature_C,IceCream_Sales
39.22877609,1191.013027
42.08684986,1245.495842
31.33467294,914.8588899
16.36755474,523.0664952
37.68576702,1127.248169
25.02136645,765.3655425
34.84572972,1057.275038
19.60094482,607.7988668
23.61663628,752.1837003
19.17590104,626.732079
30.44782527,888.6876842
38.21638967,1116.627894
37.74715427,1152.014713
18.11324126,532.6027018
32.70692001,959.6897236
40.04921357,1184.488058
42.71194188,1245.577353
20.22031344,603.0759014
34.91113437,1023.767109
29.13331065,869.4641036
18.16540939,537.8314332
23.24194577,715.1883664
22.96748499,686.8406878
41.16371727,1253.02587
22.6244184,707.8745886
25.06114819,775.2089015
17.91529481,522.2200196
25.36442561,732.3714248
38.21974134,1152.355241
21.21227428,621.5449749
23.42889569,710.273676
36.56720834,1089.917823
16.2473688,490.814927
38.80612207,1150.462431
25.85304936,772.6317058
17.0250764,460.904499
21.01693979,615.8091561
37.46889453,1087.834039
30.68198488,926.9994367
18.50243708,548.6328731
42.1194509,1223.900966
15.54372123,513.5039221
31.18026726,954.964969
35.77877857,1079.980698
23.21744612,691.7870267
32.97906348,991.3216833
43.46656612,1331.200346
40.59518936,1231.275534
27.87968297,858.5724784
39.47867368,1169.342203
29.3547321,857.2919466
15.87898329,505.0292643
34.13791469,1035.462855
15.5757683,477.3110538
41.63452921,1232.701118
19.98688086,610.6892844
41.29794357,1245.001384
31.14979116,943.0295387
42.28645419,1248.295294
41.11735275,1222.685118
20.11572371,630.3904115
23.84451715,697.5215928
37.77877521,1121.558817
16.39351238,462.1132756
23.67562339,744.8790607
37.21990743,1133.245234
16.48817725,483.7330344
34.46296158,1084.379033
27.31148769,821.3790949
34.79070819,1074.888245
25.05624142,716.249309
42.44247986,1284.12448
26.94750705,774.4988867
42.60120158,1298.132481
23.16946192,650.9182971
18.64115774,562.1745778
21.02801066,607.0614974
41.01180547,1200.308859
41.34345591,1254.62202
23.68057231,669.5417952
37.52370694,1110.217527
28.04034445,833.1440381
26.13116289,764.113064
19.93216587,596.0130984
16.00597304,473.6820327
31.12137571,934.2243096
24.46220687,763.5590434
24.30102072,745.1485772
34.09204111,1012.104508
19.80927119,594.6122833
24.14253286,726.7443685
25.42714573,787.4609439
18.12328948,551.5478048
37.26603027,1097.171562
42.34025449,1284.696198
35.4902032,1056.934732
29.77854282,931.6100473
33.18758813,954.4444343
20.52134316,608.1791215
34.90874162,1045.777207
33.46262339,999.6243035
30.73534169,946.3535862
36.43787768,1112.475463
16.99694184,526.9011508
30.60480669,884.1556103
41.85300087,1266.063721
28.3765986,837.9726901
44.19230394,1259.346827
29.50222308,860.4767892
39.65404378,1188.982636
22.82547738,687.1943816
22.45128781,646.9003721
39.60878882,1174.272279
36.26296966,1101.398907
16.47475571,477.483087
42.28760085,1253.155229
43.3913596,1311.069907
35.21982624,1064.018923
17.15206031,493.6633087
17.04030696,517.3717755
33.58471038,1020.279473
36.31265445,1095.138026
31.34474027,919.2728274
23.11677769,700.4652367
36.01834489,1040.149218
44.61828388,1327.55002
28.98898239,887.9437047
17.38258107,536.0207919
24.1564359,739.9789287
41.0417007,1221.462736
18.29589341,541.5007371
17.05376158,496.7596641
41.31601622,1216.125338
19.98850106,567.5906949
15.03853277,423.1425859
17.5489887,501.9785221
37.99581949,1141.360058
42.62983563,1262.621777
17.35369144,533.4415761
19.83656436,612.5582521
26.71129338,854.2964857
29.58172626,910.0975352
35.35642024,1059.77975
40.05687873,1219.458821
29.2335954,894.4242129
21.60198764,674.6757076
30.54617197,919.2804688
43.21919998,1282.06365
40.99787066,1234.831812
38.31440748,1119.287708
20.8873715,608.2488159
37.82355146,1167.485754
42.37090037,1232.615664
42.73063039,1276.158297
33.54764315,971.5340866
23.98186765,719.7244392
39.56607812,1183.534489
23.89606744,717.0129963
23.24111445,696.0303436
38.09920855,1140.550083
26.8874204,816.1146906
31.99815777,952.6420743
41.93893941,1238.657523
37.09605685,1066.032139
29.12354991,847.2092712
41.76223053,1264.586751
17.3914522,509.1560816
43.01036718,1251.709278
35.91407418,1063.806714
34.90570782,1070.110492
41.70907671,1252.51532
35.82451721,1081.913868
43.84652196,1312.16995
38.41096509,1192.211428
39.78194054,1181.224354
23.92950833,718.5022397
39.85407898,1216.176744
42.4465845,1280.468858
19.88707963,626.766543
17.44046342,519.7887765
29.58391456,915.4194748
41.61638228,1254.986633
22.58512202,712.6812204
37.25052387,1133.322696
23.12050813,672.4898357
23.59981744,685.3600394
43.79373061,1318.728303
24.33923097,747.4320211
34.63863581,1021.57601
41.82572624,1288.074635
17.49772974,516.1043422
38.66741889,1144.958788
44.40155829,1334.127678
33.39511082,991.1051971
20.28583218,599.3854569
44.05611995,1318.655649
29.94389831,907.9563057
16.56217219,485.594102
44.89910511,1334.236249
43.66571088,1321.145232
15.54697748,458.316554
16.15774686,484.6031739
44.86549346,1372.215788
41.02063917,1264.09405
30.88979172,943.732333
21.86394496,649.6616195
35.07067012,1066.061123
15.32433251,498.7685571
33.43498381,1007.642375
19.97864686,594.2556623
27.35522742,817.3205279
18.10425191,566.302654
41.79913481,1256.107438
16.10014281,493.6912285
17.60818682,499.1361351
35.62394412,1078.478593
40.6319854,1232.001167
30.03142133,887.5553152
30.51395676,903.8116028
38.74920217,1196.445239
39.09136574,1183.422231
28.34138331,861.5464417
32.56457815,926.0754807
35.37306957,1084.768956
32.09669055,980.0933321
28.92715559,901.3594596
15.90060677,483.3039895
35.1347242,1054.230253
43.66954495,1342.247693
44.917137,1334.734409
36.61848872,1110.256066
42.07209828,1246.900821
42.05322086,1278.104918
41.14655569,1247.763335
30.51451087,895.5047577
26.16130703,806.3517469
16.31540557,528.4082518
27.95531077,843.205599
25.56926653,784.2112982
35.39454376,1099.768394
17.01767742,514.9165008
25.35576625,727.3652949
37.03331796,1123.194293
44.56802202,1310.67882
27.72555167,831.3136676
35.79628627,1043.725204
37.24698325,1109.641273
26.94261535,819.8684352
40.34851132,1208.183401
37.44551736,1103.508147
26.64509779,788.9801736
23.02206084,687.2573492
20.45425397,608.7018162
36.19812387,1071.808852
32.72413601,967.4498309
34.52483851,1004.315372
33.31640265,972.701721
17.40344539,493.0788358
27.12869242,806.4603232
39.61924681,1176.793823
18.9097184,597.2707213
17.39367371,515.682584
30.909064,921.2809317
26.54876168,811.2644177
37.64617587,1110.077353
26.20333773,757.1522102
42.85523256,1270.651801
38.73012222,1163.278668
20.87499252,647.6354498
35.22390887,1061.415828
39.18049514,1205.267053
28.28081106,825.5685179
26.02974138,725.7629855
35.94485142,1083.022845
16.03293926,490.1921313
19.98765991,622.3035673
26.83716946,810.6998858
44.43772732,1304.471012
31.66090653,948.7720937
17.02837691,508.4308866
19.97249339,602.7313978
19.87956655,595.9393032
32.92287728,991.5597187
38.01700182,1161.630662
41.33248215,1263.019477
34.85704729,1051.830619
44.86812605,1348.878017
33.01749591,990.3474586
34.62877657,1055.323069
42.23515542,1249.865468
39.86001431,1233.288918
37.45153049,1132.202923
30.25081641,910.8416728
28.82018375,851.7425043
38.49484293,1152.177481
36.59878618,
25.87749638,795.1112891
33.61981439,989.6962574
23.82010166,694.4324336
37.1563816,1145.859128
15.27994859,462.2582507
35.43846332,1064.261838
22.88086431,674.6890757
20.73726387,659.2749192
37.53836773,1123.381011
16.6383091,511.7872797
20.45474902,606.884915
37.00843142,1117.734184
37.38941438,1148.141897
23.4547501,686.3383219
22.29539941,658.8981438
21.43669564,675.3023917
40.67775569,1240.291757
29.26965093,901.1198308
18.44798991,545.5756773
40.19583909,1226.784377
18.48217922,542.8856921
39.84747757,1204.099279
26.26406785,797.5988581
36.39042876,1047.783937
42.96084317,1294.871753
42.12476083,1239.565648
24.94041021,726.5485375
30.54988957,916.0560857
21.2804797,642.4543712
32.63974888,974.2274442
38.66797415,1151.814016
31.26100035,921.7219772
19.41220443,585.4166505
40.90294733,1235.068515
26.15510354,813.6690954
19.61699714,568.9684713
29.53568956,865.750778
22.29373591,679.8408081
39.12496695,1169.801905
39.04250433,1203.436673
36.60472383,1067.401195
32.35160751,946.3595187
35.12181976,1076.914385
40.17541185,1208.957728
43.54472131,1313.645019
40.85072711,1199.213048
42.16051926,1243.461126
15.36470314,467.6731229
20.60317585,623.4195806
20.26113836,574.5316448
26.52979941,802.0347672
40.63705992,1206.033856
23.87779047,
17.92856282,551.3936376
44.53727689,1337.798511
21.20511332,663.9932311
22.43797349,680.2824565
23.11931826,737.1254167
22.52899984,637.6468087
19.75815316,589.0737883
20.50373654,613.7017052
21.21847568,669.9561483
33.1034578,996.5032248
19.53792853,600.9330418
23.2586464,724.350077
27.8902009,824.5556088
39.84638274,1227.582315
33.53083759,1001.760673
37.58149919,1113.639451
18.82740908,568.4473515
24.39546152,751.9200407
34.09231234,1012.696365
30.56102983,930.0278872
17.8516961,525.3595531
34.12289704,1007.657233
38.1381104,1124.385994
21.48407437,679.9413821
28.41818904,861.1024286
18.1944529,566.7905681
19.70438116,602.7126662
40.91368869,1229.211492
22.7432293,723.3787905
32.21884553,980.7065429
41.82274108,1241.713936
19.57974494,581.3110429
39.68664205,1193.107081
21.03525697,629.972617
34.05280953,1021.984196
27.59181951,839.8648583
24.35166203,702.5630177
42.28288511,1248.326289
20.01101838,588.0476809
29.08220526,838.3192987
32.95975453,965.3151693
36.4571056,1121.209128
22.06149786,662.9490959
15.9150075,489.5312578
15.70915758,476.7083991
18.46183927,545.6687737
39.50380109,1140.578802
15.79340708,468.5180266
27.15976082,811.1006047
34.84014342,1071.969295
25.67905172,799.1321262
29.80527548,886.2646702
24.69608796,780.5902467
29.78593753,901.552382
20.0650082,595.7851134
36.60334001,1112.555736
32.89180799,987.0956162
43.08376715,1297.334594
25.06671605,751.9319373
35.17381494,1060.042631
19.71819625,561.3349664
38.23960594,1131.0089
44.42218031,1327.230808
17.95272567,551.0371527
32.29466709,962.6551347
31.35250239,921.9056484
21.41210064,662.5849593
21.17383131,628.7933507
36.44156501,1097.501473
24.76510014,746.9548855
25.67918036,770.5030416
30.34576922,909.6152201
41.35546684,1228.865697
42.5817592,1288.87726
35.6170303,1064.012504
37.85394574,1157.410963
26.60421726,848.1912739
43.42431703,1314.069948
27.31568353,817.8277726
30.81022874,914.2125529
37.44219538,1098.36285
43.63912956,1300.670028
25.67018149,795.5434357
17.6889532,510.147891
17.93121826,549.1961315
42.4450485,1213.984086
38.31557728,1148.156736
25.93781185,778.4282373
24.03693884,736.6818202
35.69463214,1058.459295
20.12441119,614.9255671
29.10888668,895.9650861
15.11459768,453.4424094
36.61119638,1077.172872
26.51516649,798.3832806
34.75621547,1036.320444
39.98337213,1185.05516
29.66693495,882.7834448
42.39617885,1260.299259
19.47748409,579.4711935
26.31605347,746.9086217
40.6315528,1198.926393
16.90124911,519.3027843
41.33922961,1228.955106
21.36243712,639.4604341
26.75731689,776.4245294
31.45765245,946.7047882
37.38392935,1129.408761
28.29960962,861.7273395
40.96935109,1204.31731
37.86098163,1153.09773
39.65517968,1158.586268
23.54521483,725.41997
36.13663284,1108.302307
27.44540551,802.0012225
19.16481518,600.2776804
38.93414044,1175.020771
44.3236969,1337.275433
42.67498144,1256.640233
20.88882907,652.3464776
30.03826934,878.2892292
20.07485682,639.3480759
34.1160443,1007.969202
40.78303749,1260.83575
21.56146839,684.2468256
20.17827339,602.0890754
36.09831683,1094.941078
29.76833569,913.7138681
33.71687509,1009.56003
41.67391607,1267.654374
25.999131,788.5757132
28.40066165,848.0939772
42.87434152,1274.110445
18.18390058,547.7802176
39.47840817,1187.220598
34.33269509,1019.253932
22.00823253,689.8366112
24.37794075,758.8628618
21.33624776,656.498969
39.82830784,1173.312896
26.23620357,757.3288729
25.28899559,764.9323361
35.15102053,1028.299633
33.77579747,1026.804074
34.8711558,1050.850415
16.53450617,492.8170863
38.27631763,1167.819483
31.97344665,980.8686349
29.05981926,853.9858627
42.21729502,1258.340927
25.02578143,737.6392348
34.34235746,1029.120664
29.66539741,878.4721881
43.80799075,1297.129069
25.1203664,736.7690183
21.66323431,679.9360887
29.61247633,885.2078976
23.87796088,716.6569997
15.93447278,471.869865
18.9025872,557.0801954
28.92817108,853.6482792
31.01902418,921.8565086
43.34954357,1289.8747
17.58407315,531.2944412
28.48750059,896.8668042
28.27636544,864.8200256
18.78412974,544.831714
20.45640253,611.4289061
43.28948352,1276.194072
32.63308083,978.397095
30.177774,926.6825772
24.11839204,754.8888553
43.10489218,1294.783652
26.41201647,780.6971797
19.32936131,560.056955
29.10972144,850.9532529
28.7682155,881.4960883
17.2583615,544.6395231
32.98383419,1035.548523
28.06749944,845.167899
37.24924356,1091.90259
24.62563628,748.5488791
41.28877046,1247.815309
37.22305853,1176.547967
41.82282908,1279.434164
21.33377828,680.6365226
31.55486201,933.2702954
43.3791267,1320.93386
16.71260568,499.6538285
38.93742479,1178.038055
21.10604622,613.3282062
43.41272001,1288.155202
29.12287177,869.6084838
27.26858833,847.7671974
37.83017949,1121.549737
24.48303935,743.4700348
29.03274693,819.6336897
44.67839835,1363.765526
40.83188809,1205.663491
43.28195322,1330.480083
28.87084342,823.1826605
30.17873723,905.2925
20.60721889,611.3212352
30.25712073,922.0082566
20.67416089,613.4244309
20.09185286,627.8302814
32.49921745,996.0389524
41.26465951,1280.078589
37.52308948,1123.081175
15.30140943,469.8367565
17.02051804,524.5603022
25.61367476,767.5537553
21.92824994,645.7462243
25.69788528,757.733601
39.64910693,1191.877179
15.28616862,475.7887628
31.00159886,932.9160851
27.91588015,819.8820574
39.04114606,1181.57989
28.79401271,826.3555792
43.60208638,1310.651025
32.78520542,980.3430967
24.62200747,721.5301849
36.1911599,1095.779492
33.03345035,1006.460467
32.33673338,982.2718344
25.43310293,777.40281
34.47461894,1065.392154
20.02699618,594.6972443
35.38860998,1049.641707
28.12424766,871.7574368
37.66311818,1116.560641
25.13132324,750.5870667
31.70436429,938.8926678
30.56243541,895.8421112
34.8551757,1069.465864
20.31246766,604.4678801
21.54761664,658.940191
22.31985907,672.7377451
32.9342404,1006.848543
30.03359102,894.1049861
22.75862505,682.5546394
21.66227612,651.2940288
32.77480438,981.1336325
17.37748818,505.9776958
37.61885711,1114.636491
34.34159932,1073.1022
17.35529605,491.1633108
37.03097029,1116.988355
44.43088467,1347.179781
18.08527776,543.4875584
33.78164127,1077.180736
35.8692226,1102.256466
17.44889946,505.4637793
41.72986124,1233.789114
42.35355337,1279.160137
34.30733086,
24.13841308,679.7809929
20.32445505,625.4596161
35.02805141,1034.773968
40.76292838,1233.328264
30.97080705,965.0592807
15.34169004,463.708535
23.49889584,688.6527542
43.61110879,1301.860283
30.42092458,926.7698607
44.19234489,1314.266618
42.79762875,1252.898114
39.68951415,1202.156601
35.64136671,1052.880958
17.81702147,536.062352
35.56695862,1061.107635
34.3545025,1007.542336
44.2804147,1315.111523
40.90642568,1218.954306
30.54971769,908.0940475
33.78734468,1021.683744
29.55218727,892.9480351
31.46201368,924.5924836
17.52811678,533.7577339
23.85122123,727.3584475
15.54330551,465.6078806
43.32284358,1327.104563
38.56999806,1169.932446
40.78508927,1218.557226
42.54855106,1307.555786
22.27411511,702.1759289
30.60204064,934.1727131
35.610578,1049.386049
23.15152797,675.9711127
36.94459079,1096.105621
23.74083219,680.6803728
33.17337748,969.724578
35.29451249,1029.835047
34.76152916,1022.573758
36.12313082,1112.766608
37.57405013,1108.967929
25.83648177,789.9386523
27.68605227,837.0583535
34.3456813,1012.655727
23.48296371,705.2760265
38.1396943,1180.763334
15.97578538,469.6741986
24.02890701,718.2449835
20.64074204,626.7294551
25.39572504,777.7370011
20.65621817,593.4367714
15.85012351,464.4228177
17.26663481,515.4391049
37.30632809,1092.455401
44.41106223,1324.365327
37.42828141,1145.715673
20.43549837,600.7303489
21.44737911,669.0884649
17.92830114,565.9736815
18.59279899,523.3230492
43.88976012,1314.545231
32.49390657,992.7917327
32.85395025,978.1998853
33.94125978,1041.734075
33.63877347,993.1573385
36.6844291,1064.890571
25.18981861,746.5813085
25.2793544,766.9281528
27.10803007,806.2976725
37.83364611,1141.474327
20.12032306,592.9538275
40.2649613,1233.359423
27.81337339,844.4842928
27.23654781,815.0009939
26.20698858,787.3333358
37.74121263,1135.3413
27.096319,826.4771973
19.15957587,611.9633289
35.73167438,1105.521711
38.09316922,1096.805966
43.88431071,1318.313285
33.71577974,997.77715
41.44457459,1218.076531
29.56769099,875.6944633
17.27589984,526.6189018
34.44892582,1025.493739
20.94292898,614.1771105
30.2852662,926.9967179
21.6032949,608.3683042
16.22186407,502.4217552
36.04497304,1088.39765
16.87182206,536.7583742
42.69898525,1276.93407
24.06830101,734.6511904
28.7737207,847.7549463
31.92222087,919.7750029
22.98304106,659.8151146
31.02083191,913.2864526
40.35676674,1177.108096
25.9908553,805.50972
27.68629405,830.7543115
42.99615263,1278.080287
18.05677164,561.0259425
28.6228978,852.5411373
35.47621436,1077.353799
35.90211496,1104.553148
34.42424142,1067.408082
24.40043753,774.3596087
16.16988038,451.7221341
24.78661521,761.0402602
43.41850019,1305.496542
33.68223829,1028.628955
22.38812202,708.0915173
17.37840854,542.8146167
17.56798658,519.9959886
30.83032399,914.6003341
41.01882603,1248.500728
28.17631804,841.4334194
22.74400298,696.3606959
25.57443141,782.4567897
17.16949426,495.3073808
15.15688841,464.7712999
31.42835952,925.5161323
41.85353222,1275.444493
15.57348283,492.6530526
41.47249105,1280.065229
36.76114801,1109.211188
34.91013496,1068.463263
26.79365395,805.0088755
36.61248207,1071.352973
30.9916587,877.638226
40.35118947,1188.133981
40.86127953,1198.812578
34.66149598,1060.347572
32.91937135,1003.290792
21.32909672,636.0328762
21.71452844,601.0189132
38.62647258,1155.159507
42.43021328,1270.861071
29.88658438,905.0959236
30.81124392,918.374267
35.41497906,1077.034111
16.69547072,511.7196152
33.29124587,1021.297429
29.3558511,872.5525046
34.50765213,1026.760832
22.55397177,642.8735714
36.86943185,1112.484119
33.019532,986.5745363
40.44609386,1201.876068
36.18697496,1057.978268
21.99562663,593.278723
26.81157509,845.0422359
27.32101202,815.3189713
28.26321104,842.952899
36.5615434,1067.843039
26.95989083,833.8436522
23.30713462,682.2614944
18.42287355,558.927449
16.6720658,537.9765708
24.48810449,737.952966
17.01281198,530.7014897
28.96794054,880.1863875
36.86611528,1137.37514
39.00163224,1169.15807
20.24343855,563.4301979
19.39843671,567.865895
18.12674408,579.2005839
22.40065289,656.7904756
21.03518901,647.7089856
38.1842872,1137.866718
28.46735168,861.3125864
42.82099228,1292.512007
15.43633997,440.9947056
16.12044566,475.4127816
42.89765289,1275.419783
36.8584547,1089.384139
40.8887887,1192.69465
32.7267883,974.5536688
36.07452252,1096.689172
42.26479493,1272.71517
17.3609573,497.490363
33.52062753,1018.110959
41.20666729,1255.666768
35.87922618,1081.174241
40.84254138,1247.038091
24.9818843,789.2342216
40.93098799,1245.945142
42.84955688,1284.982933
40.53410015,1205.934551
39.28548224,1196.185645
42.49929308,1307.16566
31.79649497,978.293713
44.08753883,1294.315684
26.78517229,806.8910421
22.81999148,653.4244992
26.93597109,806.2742751
40.17439824,1210.595286
34.31869738,1028.111367
34.3199863,1013.838636
31.74695251,956.2816816
22.73265647,696.3383218
19.33545672,583.1406547
32.01048783,930.1979868
31.16942623,921.0261307
27.01069881,835.9280046
29.88527778,867.452554
43.90859931,1322.533091
29.67145201,900.0711933
44.54009219,1339.173724
16.88068865,483.7992869
44.52330957,1351.008037
38.16720828,1155.24835
22.79439626,683.2555558
41.10074777,1219.523676
18.78794225,572.3132611
34.48526789,1025.424054
27.45436962,840.7985532
19.64485838,611.1311963
21.24073688,642.0945069
26.74611299,806.7094979
19.7298308,592.2801103
26.58152807,813.2885901
38.13408145,1144.850159
37.60134556,1134.361724
23.70851032,706.1977083
44.68516,1323.781647
25.63274846,757.0368752
43.25177135,1329.990615
17.15327419,509.7507164
15.00681115,458.7851257
23.55617408,693.5260599
25.73523476,770.2918382
39.00010445,1179.469867
35.0592966,1064.373688
39.73551209,1188.420526
34.56843338,1003.152646
34.47630906,1039.429221
42.15896997,1261.965541
27.20427874,795.3795283
36.66212815,1103.973573
19.39824901,563.7218692
19.69311128,586.3787633
21.67947706,637.4661482
15.58954448,470.5669525
15.66198446,442.6943941
21.32379305,656.5464365
23.24686975,701.5362049
43.51139254,1318.863809
40.34625933,1259.58522
24.57940913,719.3291866
25.91176563,761.2074136
20.38068031,606.8871652
31.3040961,927.3866287
25.96354454,751.1512746
16.15279047,476.6327401
20.37284818,617.3193842
41.35889959,1211.078206
26.7665338,802.6971325
37.13654955,1132.451929
23.9677845,743.0618757
27.48482839,837.1265599
20.96750441,628.9185209
28.09842569,874.0810915
30.64337067,941.6597966
38.6695548,1167.917667
37.97289963,1096.719418
30.34027197,900.793057
39.07682244,1144.538825
25.24923338,730.8640198
31.68572078,890.6974913
29.51968105,907.6799854
31.0076919,942.1666326
30.76410922,933.4959729
24.48314664,748.7098797
26.51498856,773.9858513
34.02729273,1082.752692
33.1922933,1005.757091
17.69102757,553.4315643
36.85481802,1113.689787
32.71913502,1010.29118
37.94649785,1165.511042
17.74059728,543.5500751
28.40179406,825.6978268
36.43272492,1104.813168
16.73533348,495.4244291
31.6217515,964.6846483
43.55107219,1300.081723
43.04189746,1305.27637
32.3087745,983.9625314
37.09419524,1125.746764
34.13064741,1028.052975
26.55174167,799.3615897
43.31104778,1290.901774
19.594335,583.3750858
35.07600789,1043.1404
40.98191669,1234.672837
42.88210452,1263.729273
31.64061074,935.9564788
33.76949739,1055.202049
29.62293595,915.5425157
39.20080559,1168.582881
17.88377555,530.3814051
42.99339664,1313.616472
30.07698229,896.0737574
30.83103327,921.2452181
39.60759957,1147.206939
33.99806752,1020.637115
32.1182924,966.9133828
39.96487361,1228.595089
36.28166465,1079.753527
18.41897661,555.8467264
25.59308667,826.6975258
24.90645195,732.6257521
21.31520819,639.0656379
37.86907874,1138.92613
40.27603525,1220.27393
44.37454665,1362.118253
20.02473267,577.6723296
32.56063093,981.2227142
44.5998778,1327.327285
15.15940427,452.2389562
34.85052865,1067.754927
23.73589365,724.3575348
42.8370189,1294.577391
20.45290793,615.6887574
25.66479031,760.7593014
29.88226436,885.9124931
15.74914986,483.8720234
36.36215977,1106.610267
27.10442907,815.7639049
16.06770692,477.3137784
43.34196067,1295.75179
36.7473824,1099.137196
28.10987657,856.9905942
27.64130824,840.5853596
35.92260802,1111.344532
44.69880697,1363.719745
25.43824235,729.5078947
24.47005443,738.8324769
40.56145247,1223.482853
35.26368136,1072.909209
22.782703,693.225454
31.57502902,925.4930104
33.01783,984.1928434
17.98991766,523.7280739
41.9036523,1237.35911
44.95042534,1337.125732
17.54513142,528.1017713
38.48237023,1124.64655
29.99876976,899.8179788
22.1853051,639.6381791
15.61753483,475.2271319
26.91682589,785.2814706
34.75355504,1041.389661
22.12629975,655.1091832
34.97353204,1064.875323
31.83831593,973.3099311
36.87720747,1091.371788
19.8576902,609.7349029
32.30107197,960.0926079
33.13838141,1000.355172
31.33665974,953.8550692
21.78086993,660.6860121
39.67801682,1188.923768
17.38764442,493.9900769
30.75148021,927.1778599
18.05636292,532.9870211
35.30822349,1072.817698
21.03409628,619.4784692
39.71992956,1189.854919
42.7914782,1279.851072
19.41909133,610.6590655
16.31713841,507.7393979
43.38226854,1280.866155
42.21585092,1243.694297
19.14375879,604.837083
19.51486494,609.2980724
32.42211419,981.6111517
20.30690852,623.3030446
34.64327254,1059.842007
27.28343813,792.2376981
25.43467042,762.7416052
32.07619389,980.6199463
18.73842623,502.2474491
43.52318123,1269.314417
37.38764683,1117.566278
40.77974853,1232.423406
17.30915008,531.6845204
29.68932228,905.7439374
17.11606913,523.5928514
32.63386215,986.3387951
20.35352022,629.291087
33.54855063,992.8294868
24.02898959,720.4760726
21.96674073,673.9193522
32.73286142,1010.437746
39.44013014,1184.56804
39.15270955,1162.51535
30.20761314,927.3769399
44.64786345,1340.222088
43.22353562,1315.037421
21.98575671,658.541076
41.53760665,1265.847167
39.67441691,1195.618631
28.56597085,847.7020369
32.42305751,989.1098957
39.76246992,1176.799624
39.35585099,1166.116532
34.3427018,1060.50751
30.97768298,921.646856
37.28464505,1114.517196
39.30420272,1178.353046
15.15972572,456.0727484
28.88026815,859.7051818
36.95115818,1098.249366
32.59805212,975.9176111
24.4134643,692.3449607
34.25203192,1017.502765
16.47482487,479.4083334
32.79474657,1011.532496
19.6356249,562.8340131
18.74462442,558.9025233
15.83523154,478.2306126
16.31643265,507.3545282
29.67648746,895.156685
25.52926872,802.1710449
18.97574018,592.2619527
39.02942101,1194.54064
30.31297467,898.8361646
15.54087027,455.7894972
24.18760862,765.7167248
27.13582157,803.5333247
39.51306399,1214.631776
35.06259763,1037.561411
17.66107601,524.5690549
42.072391,1262.325194
18.52505521,542.699698
38.29238882,1192.580005
29.75570614,917.2808714
41.11201389,1240.132305
